source,target,value,highlight
CDUCSU,CDUCSU,11090000
CDUCSU,SPD,800000
CDUCSU,AfD,1040000,1
CDUCSU,FDP,1620000,1
CDUCSU,Left,200000
CDUCSU,Green,330000
CDUCSU,Deceased,1290000
CDUCSU,Others,200000
CDUCSU,Did_not_vote,1610000
SPD,CDUCSU,820000
SPD,SPD,5920000
SPD,AfD,510000
SPD,FDP,550000
SPD,Left,700000
SPD,Green,760000
SPD,Deceased,760000
SPD,Others,200000
SPD,Did_not_vote,1030000
Left,CDUCSU,110000
Left,SPD,270000
Left,AfD,420000
Left,FDP,90000
Left,Left,1980000
Left,Green,160000
Left,Deceased,220000
Left,Others,220000
Left,Did_not_vote,290000
Green,CDUCSU,300000
Green,SPD,380000
Green,AfD,50000
Green,FDP,160000
Green,Left,330000
Green,Green,1870000
Green,Deceased,140000
Green,Others,130000
Green,Did_not_vote,330000
Newly_eligible,CDUCSU,480000
Newly_eligible,SPD,380000
Newly_eligible,AfD,130000
Newly_eligible,FDP,240000
Newly_eligible,Left,220000
Newly_eligible,Green,320000
Newly_eligible,Others,190000
Newly_eligible,Did_not_vote,1000000
Others,CDUCSU,140000
Others,SPD,190000
Others,AfD,730000
Others,FDP,180000
Others,Left,170000
Others,Green,90000
Others,Deceased,80000
Others,Others,870000
Others,Did_not_vote,270000
FDP,CDUCSU,260000
FDP,SPD,100000
FDP,AfD,120000
FDP,FDP,1220000
FDP,Left,30000
FDP,Green,50000
FDP,Deceased,130000
FDP,Others,40000
FDP,Did_not_vote,130000
AfD,CDUCSU,60000
AfD,SPD,40000
AfD,AfD,1430000
AfD,FDP,80000
AfD,Left,20000
AfD,Green,10000
AfD,Deceased,100000
AfD,Others,40000
AfD,Did_not_vote,270000
New_arrivals,CDUCSU,70000
New_arrivals,SPD,30000
New_arrivals,AfD,20000
New_arrivals,FDP,30000
New_arrivals,Left,10000
New_arrivals,Green,10000
New_arrivals,Others,10000
New_arrivals,Did_not_vote,60000
Did_not_vote,CDUCSU,1990000
Did_not_vote,SPD,1390000
Did_not_vote,AfD,1470000,1
Did_not_vote,FDP,830000,1
Did_not_vote,Left,560000
Did_not_vote,Green,560000
Did_not_vote,Deceased,790000
Did_not_vote,Others,430000
Did_not_vote,Did_not_vote,10200000
